Model,Language,Mode,Trait,SenID,Error,Correction
Gemma,sp,Implicit,Outgoing,35,locaz,locuaz
Gemma,sp,Implicit,Outgoing,36,locaz,locuaz
Gemma,sp,Implicit,Outgoing,37,locaz,locuaz
Gemma,sp,Implicit,Outgoing,38,locaz,locuaz
Gemma,sp,Implicit,Outgoing,39,locaz,locuaz
Gemma,sp,Implicit,Outgoing,40,locaz,locuaz
Gemma,sp,Implicit,Outgoing,41,locaz,locuaz
Gemma,sp,Implicit,Outgoing,42,locaz,locuaz
Gemma,sp,Implicit,Outgoing,43,loco,-
Gemma,sp,Implicit,Outgoing,44,locaz,locuaz
Gemma,sp,Implicit,Outgoing,45,locaz,locuaz
Gemma,sp,Implicit,Outgoing,46,locaz,locuaz
Gemma,sp,Implicit,Outgoing,47,locaz,locuaz
Gemma,sp,Implicit,Outgoing,48,locaz,locuaz
Gemma,sp,Implicit,Outgoing,49,locaz,locuaz
Gemma,sp,Implicit,Outgoing,50,locaz,locuaz
Gemma,sp,Implicit,Outgoing,157,introversivo,introverso
Gemma,en,Implicit,SelfConfident,11,upbead,upbeat
Gemma,en,Implicit,SelfConfident,18,upbead,upbeat
Gemma,en,Implicit,SelfConfident,39,upbead,upbeat
Gemma,en,Implicit,SelfConfident,40,upbead,upbeat
Gemma,en,Implicit,SelfConfident,48,upbead,upbeat
Gemma,en,Implicit,Friendly,50,responsive,-
Gemma,en,Explicit,Outgoing,22,unsocal,unsocial
GPT,sp,Implicit,Trustworthy,1,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,2,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,3,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,4,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,5,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,6,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,7,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,8,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,9,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,10,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,11,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,12,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,13,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,14,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,15,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,16,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,17,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,18,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,19,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,20,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,21,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,22,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,23,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,24,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,25,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,26,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,27,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,28,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,29,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,30,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,31,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,32,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,33,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,34,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,35,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,36,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,37,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,38,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,39,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,40,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,41,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,42,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,43,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,44,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,45,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,46,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,47,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,48,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,49,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,50,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,51,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,52,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,53,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,54,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,55,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,56,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,57,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,58,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,59,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,60,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,61,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,62,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,63,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,64,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,65,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,66,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,67,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,68,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,69,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,70,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,71,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,72,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,73,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,74,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,75,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,76,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,77,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,78,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,79,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,80,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,81,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,82,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,83,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,84,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,85,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,86,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,87,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,88,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,89,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,90,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,91,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,92,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,93,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,94,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,95,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,96,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,97,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,98,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,99,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,100,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,101,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,102,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,103,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,104,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,105,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,106,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,107,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,108,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,109,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,110,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,111,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,112,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,113,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,114,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,115,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,116,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,118,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,119,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,120,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,121,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,122,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,123,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,124,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,125,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,126,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,127,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,128,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,129,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,130,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,131,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,132,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,133,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,134,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,135,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,136,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,137,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,138,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,139,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,140,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,141,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,142,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,143,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,144,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,145,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,146,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,147,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,148,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,149,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,150,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,151,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,152,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,153,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,154,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,155,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,156,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,157,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,158,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,159,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,160,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,161,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,162,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,163,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,164,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,165,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,166,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,167,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,168,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,169,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,170,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,171,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,172,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,173,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,174,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,175,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,176,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,177,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,178,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,179,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,180,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,181,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,182,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,183,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,184,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,185,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,186,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,187,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,188,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,189,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,190,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,191,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,192,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,193,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,194,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,195,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,196,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,197,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,198,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,199,dehonrado,deshonrado
GPT,sp,Implicit,Trustworthy,200,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,1,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,2,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,3,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,4,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,5,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,6,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,7,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,8,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,9,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,10,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,11,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,12,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,13,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,14,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,15,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,16,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,17,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,18,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,19,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,20,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,21,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,22,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,23,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,24,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,25,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,26,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,27,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,28,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,29,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,30,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,31,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,32,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,33,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,34,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,35,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,36,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,37,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,38,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,39,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,40,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,41,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,42,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,43,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,44,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,45,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,46,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,47,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,48,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,49,dehonrado,deshonrado
GPT,sp,Explicit,Trustworthy,50,dehonrado,deshonrado
GPT,sp,Implicit,Outgoing,1,locauz,locuaz
GPT,sp,Implicit,Outgoing,2,locauz,locuaz
GPT,sp,Implicit,Outgoing,3,locauz,locuaz
GPT,sp,Implicit,Outgoing,4,locauz,locuaz
GPT,sp,Implicit,Outgoing,5,locauz,locuaz
GPT,sp,Implicit,Outgoing,6,locauz,locuaz
GPT,sp,Implicit,Outgoing,7,locauz,locuaz
GPT,sp,Implicit,Outgoing,8,locauz,locuaz
GPT,sp,Implicit,Outgoing,9,locauz,locuaz
GPT,sp,Implicit,Outgoing,10,locauz,locuaz
GPT,sp,Implicit,Outgoing,11,locauz,locuaz
GPT,sp,Implicit,Outgoing,12,locauz,locuaz
GPT,sp,Implicit,Outgoing,13,locauz,locuaz
GPT,sp,Implicit,Outgoing,14,locauz,locuaz
GPT,sp,Implicit,Outgoing,15,locauz,locuaz
GPT,sp,Implicit,Outgoing,16,locauz,locuaz
GPT,sp,Implicit,Outgoing,17,locauz,locuaz
GPT,sp,Implicit,Outgoing,18,locauz,locuaz
GPT,sp,Implicit,Outgoing,19,locauz,locuaz
GPT,sp,Implicit,Outgoing,20,locauz,locuaz
GPT,sp,Implicit,Outgoing,21,locauz,locuaz
GPT,sp,Implicit,Outgoing,22,locauz,locuaz
GPT,sp,Implicit,Outgoing,23,locauz,locuaz
GPT,sp,Implicit,Outgoing,24,locauz,locuaz
GPT,sp,Implicit,Outgoing,25,locauz,locuaz
GPT,sp,Implicit,Outgoing,26,locauz,locuaz
GPT,sp,Implicit,Outgoing,27,locauz,locuaz
GPT,sp,Implicit,Outgoing,28,locauz,locuaz
GPT,sp,Implicit,Outgoing,29,locauz,locuaz
GPT,sp,Implicit,Outgoing,30,locauz,locuaz
GPT,sp,Implicit,Outgoing,31,locauz,locuaz
GPT,sp,Implicit,Outgoing,33,locauz,locuaz
GPT,sp,Implicit,Outgoing,35,locauz,locuaz
GPT,sp,Implicit,Outgoing,36,locauz,locuaz
GPT,sp,Implicit,Outgoing,37,locauz,locuaz
GPT,sp,Implicit,Outgoing,38,locauz,locuaz
GPT,sp,Implicit,Outgoing,39,locauz,locuaz
GPT,sp,Implicit,Outgoing,40,locauz,locuaz
GPT,sp,Implicit,Outgoing,41,locauz,locuaz
GPT,sp,Implicit,Outgoing,42,locauz,locuaz
GPT,sp,Implicit,Outgoing,44,locauz,locuaz
GPT,sp,Implicit,Outgoing,45,locauz,locuaz
GPT,sp,Implicit,Outgoing,46,locauz,locuaz
GPT,sp,Implicit,Outgoing,47,locauz,locuaz
GPT,sp,Implicit,Outgoing,48,locauz,locuaz
GPT,sp,Implicit,Outgoing,49,locauz,locuaz
GPT,sp,Implicit,Outgoing,50,locauz,locuaz
Qwen,sp,Implicit,Intelligent,2,inepte,inepto
Qwen,sp,Implicit,Intelligent,3,inepte,inepto
Qwen,sp,Implicit,Intelligent,4,bobó,bobo
Qwen,sp,Implicit,Intelligent,6,inepte,inepto
Qwen,sp,Implicit,Intelligent,6,bobó,bobo
Qwen,sp,Implicit,Intelligent,8,inepte,inepto
Qwen,sp,Implicit,Intelligent,9,inepte,inepto
Qwen,sp,Implicit,Intelligent,10,inepte,inepto
Qwen,sp,Implicit,Intelligent,16,inepte,inepto
Qwen,sp,Implicit,Intelligent,17,inepte,inepto
Qwen,sp,Implicit,Intelligent,18,bobó,bobo
Qwen,sp,Implicit,Intelligent,25,bobó,bobo
Qwen,sp,Implicit,Intelligent,25,inepte,inepto
Qwen,sp,Implicit,Intelligent,27,bobó,bobo
Qwen,sp,Implicit,Intelligent,27,inepte,inepto
Qwen,sp,Implicit,Intelligent,29,inepte,inepto
Qwen,sp,Implicit,Intelligent,29,bobó,bobo
Qwen,sp,Implicit,Intelligent,31,inepte,inepto
Qwen,sp,Implicit,Intelligent,33,inepte,inepto
Qwen,sp,Implicit,Intelligent,35,inepte,inepto
Qwen,sp,Implicit,Intelligent,37,inepte,inepto
Qwen,sp,Implicit,Intelligent,39,bobos,-
Qwen,sp,Implicit,Intelligent,39,inepte,inepto
Qwen,sp,Implicit,Intelligent,44,inepte,inepto
Qwen,sp,Implicit,Intelligent,45,inepte,inepto
Qwen,sp,Implicit,Intelligent,49,bobó,bobo
Qwen,sp,Implicit,Intelligent,49,inepte,inepto
Qwen,sp,Implicit,Intelligent,53,inepte,inepto
Qwen,sp,Implicit,Intelligent,55,bobó,bobo
Qwen,sp,Implicit,Intelligent,55,inepte,inepto
Qwen,sp,Implicit,Intelligent,58,inepte,inepto
Qwen,sp,Implicit,Intelligent,61,inepte,inepto
Qwen,sp,Implicit,Intelligent,62,inepte,inepto
Qwen,sp,Implicit,Intelligent,63,inepte,inepto
Qwen,sp,Implicit,Intelligent,64,inepte,inepto
Qwen,sp,Implicit,Intelligent,68,inepte,inepto
Qwen,sp,Implicit,Intelligent,69,inepte,inepto
Qwen,sp,Implicit,Intelligent,70,bobó,bobo
Qwen,sp,Implicit,Intelligent,74,inepte,inepto
Qwen,sp,Implicit,Intelligent,75,inepte,inepto
Qwen,sp,Implicit,Intelligent,77,inepte,inepto
Qwen,sp,Implicit,Intelligent,78,bobó,bobo
Qwen,sp,Implicit,Intelligent,78,inepte,inepto
Qwen,sp,Implicit,Intelligent,79,inepte,inepto
Qwen,sp,Implicit,Intelligent,84,inepte,inepto
Qwen,sp,Implicit,Intelligent,85,inepte,inepto
Qwen,sp,Implicit,Intelligent,87,inepte,inepto
Qwen,sp,Implicit,Intelligent,91,inepte,inepto
Qwen,sp,Implicit,Intelligent,93,bobó,bobo
Qwen,sp,Implicit,Intelligent,95,inepte,inepto
Qwen,sp,Implicit,Intelligent,98,inepte,inepto
Qwen,sp,Implicit,Intelligent,100,inepte,inepto
Qwen,sp,Implicit,Intelligent,102,inepte,inepto
Qwen,sp,Implicit,Intelligent,104,inepte,inepto
Qwen,sp,Implicit,Intelligent,109,inepte,inepto
Qwen,sp,Implicit,Intelligent,111,inepte,inepto
Qwen,sp,Implicit,Intelligent,114,inepte,inepto
Qwen,sp,Implicit,Intelligent,115,inepte,inepto
Qwen,sp,Implicit,Intelligent,116,inepte,inepto
Qwen,sp,Implicit,Intelligent,122,inepte,inepto
Qwen,sp,Implicit,Intelligent,124,inepte,inepto
Qwen,sp,Implicit,Intelligent,125,inepte,inepto
Qwen,sp,Implicit,Intelligent,131,inepte,inepto
Qwen,sp,Implicit,Intelligent,132,inepte,inepto
Qwen,sp,Implicit,Intelligent,134,bobó,bobo
Qwen,sp,Implicit,Intelligent,135,inepte,inepto
Qwen,sp,Implicit,Intelligent,137,inepte,inepto
Qwen,sp,Implicit,Intelligent,138,inepte,inepto
Qwen,sp,Implicit,Intelligent,139,inepte,inepto
Qwen,sp,Implicit,Intelligent,142,inepte,inepto
Qwen,sp,Implicit,Intelligent,143,inepte,inepto
Qwen,sp,Implicit,Intelligent,144,inepte,inepto
Qwen,sp,Implicit,Intelligent,146,inepte,inepto
Qwen,sp,Implicit,Intelligent,147,inepte,inepto
Qwen,sp,Implicit,Intelligent,151,inepte,inepto
Qwen,sp,Implicit,Intelligent,153,inepte,inepto
Qwen,sp,Implicit,Intelligent,154,inepte,inepto
Qwen,sp,Implicit,Intelligent,155,inepte,inepto
Qwen,sp,Implicit,Intelligent,157,inepte,inepto
Qwen,sp,Implicit,Intelligent,159,inepte,inepto
Qwen,sp,Implicit,Intelligent,161,inepte,inepto
Qwen,sp,Implicit,Intelligent,162,inepte,inepto
Qwen,sp,Implicit,Intelligent,163,bobó,bobo
Qwen,sp,Implicit,Intelligent,165,inepte,inepto
Qwen,sp,Implicit,Intelligent,167,inepte,inepto
Qwen,sp,Implicit,Intelligent,170,inepte,inepto
Qwen,sp,Implicit,Intelligent,171,inepte,inepto
Qwen,sp,Implicit,Intelligent,173,inepte,inepto
Qwen,sp,Implicit,Intelligent,175,inepte,inepto
Qwen,sp,Implicit,Intelligent,178,inepte,inepto
Qwen,sp,Implicit,Intelligent,179,inepte,inepto
Qwen,sp,Implicit,Intelligent,182,inepte,inepto
Qwen,sp,Implicit,Intelligent,185,inepte,inepto
Qwen,sp,Implicit,Intelligent,187,inepte,inepto
Qwen,sp,Implicit,Intelligent,188,inepte,inepto
Qwen,sp,Implicit,Intelligent,189,inepte,inepto
Qwen,sp,Implicit,Intelligent,190,inepte,inepto
Qwen,sp,Implicit,Intelligent,191,inepte,inepto
Qwen,sp,Implicit,Intelligent,195,bobó,bobo
Qwen,sp,Implicit,Intelligent,196,inepte,inepto
Qwen,sp,Implicit,Intelligent,197,inepte,inepto
Qwen,sp,Implicit,Intelligent,199,inepte,inepto
Qwen,sp,Implicit,Intelligent,200,inepte,inepto
Qwen,sp,Explicit,Intelligent,2,inepte,inepto
Qwen,sp,Explicit,Intelligent,12,inepte,inepto
Qwen,sp,Explicit,Intelligent,20,inepte,inepto
Qwen,sp,Explicit,Intelligent,22,inepte,inepto
Qwen,sp,Explicit,Intelligent,23,inepte,inepto
Qwen,sp,Explicit,Intelligent,25,inepte,inepto
Qwen,sp,Explicit,Intelligent,28,inepte,inepto
Qwen,sp,Explicit,Intelligent,31,inepte,inepto
Qwen,sp,Explicit,Intelligent,38,bobó,bobo
Qwen,sp,Explicit,Intelligent,38,inepte,inepto
Qwen,sp,Explicit,Intelligent,42,bobó,bobo
Qwen,sp,Explicit,Intelligent,44,inepte,inepto
Qwen,sp,Explicit,Intelligent,47,inepte,inepto
Qwen,sp,Implicit,SelfConfident,1,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,2,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,3,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,3,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,4,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,6,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,7,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,8,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,8,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,9,apломado,aplomado
